field_stock_refno,field_stock_location,field_stock_certno,field_stock_diamond_image,field_stock_videopath,field_stock_shape,field_stock_carat,field_stock_color,field_stock_clarity,field_stock_cut,field_stock_polish,field_stock_symmetry,field_stock_fluorescence,field_stock_diameter,field_stock_table,field_stock_depth,field_stock_certificate,field_stock_rap,field_stock_discount,field_stock_pr_pc,price__number,field_stock_bgm,field_stock_tabinc,field_stock_blackinc,field_stock_eyeclean,field_stock_parishicomments,field_stock_hacode,field_stock_weight,field_stock_girdle,field_stock_girdlecondition,field_stock_ca,field_stock_ch,field_stock_pa,field_stock_ph,field_stock_culet,field_stock_keytosymbols,field_stock_comments,field_stock_status1
215755,India,6365900060,https:\/\/videop.co.in\/imaged\/S-66J-4400\/S-66J-4400.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-66J-4400\u0026zoomslide=1\u0026id=215755,OV,1.90,K,SI1,null,EX,VG,NONE,8.96-6.49*4.51,62.00,69.40,GIA,4100,-30.70,2841,5398.470000,null,-,-,0,-,NO,1.90,VTK-ETK,Faceted,42.70,18.40,38.20,39.50,N,Crystal  Cloud  Needle  Indented Natural,Additional clouds  pinpoints and surface graining are not shown.,L
219023,India,459120374,https:\/\/videop.co.in\/imaged\/S-86D-2200\/S-86D-2200.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-86D-2200\u0026zoomslide=1\u0026id=219023,RD,1.00,K,VVS2,EX,EX,EX,NONE,6.38-6.42*3.98,57.50,62.10,IGI,4800,-45.70,2606,2606.400000,null,-,-,0,-,NO,1.00,-,25,33.70,14.00,41.50,44.00,PO,IDEAL CUT ROUND BRILLIANT,IDEAL CUT ROUND BRILLIANT,S
217749,India,6375204146,https:\/\/videop.co.in\/imaged\/S-71K-7300\/S-71K-7300.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-71K-7300\u0026zoomslide=1\u0026id=217749,OV,2.71,L,SI1,null,EX,EX,FNT,10.03-7.42*5.14,57.00,69.20,GIA,4300,-30.70,2979,8075.530000,null,-,-,0,-,NO,2.71,VTK-ETK,Faceted,42.10,21.10,38.20,38.10,N,Crystal  Feather  Cloud  Needle,Additional clouds are not shown. Pinpoints are not shown.,L
218179,India,6375262220,https:\/\/videop.co.in\/imaged\/S-78F-10701\/S-78F-10701.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-78F-10701\u0026zoomslide=1\u0026id=218179,RD,0.33,E,VVS2,EX,EX,EX,NONE,4.52-4.54*2.71,59.00,59.90,GIA,2600,-33.70,1723,568.850000,null,-,-,0,-,NO,0.33,THN-MED,Faceted,31.50,12.50,41.80,44.50,N,Cloud  Pinpoint,null,S
218635,India,7371310298,https:\/\/videop.co.in\/imaged\/S-67G-15602\/S-67G-15602.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-67G-15602\u0026zoomslide=1\u0026id=218635,RD,0.58,D,IF,EX,EX,EX,NONE,5.41-5.46*3.25,59.00,59.70,GIA,7000,-35.70,4501,2610.580000,null,-,-,0,-,NO,0.58,MED-STK,Faceted,33.50,13.50,40.80,43.00,N,Minor Details of Polish,null,S
219300,India,6372547428,https:\/\/videop.co.in\/imaged\/S-75F-22800\/S-75F-22800.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-75F-22800\u0026zoomslide=1\u0026id=219300,OV,1.01,J,VVS2,null,EX,VG,NONE,7-5.15*3.6,62.00,69.80,GIA,4100,-44.70,2267,2289.970000,null,-,-,0,J+  ,NO,1.01,VTK-ETK,Faceted,48.30,20.50,35.40,37.00,N,Needle  Feather  Pinpoint,Additional pinpoints are not shown. Clouds are not shown.,S
219224,India,2376543685,https:\/\/videop.co.in\/imaged\/S-80G-8101\/S-80G-8101.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-80G-8101\u0026zoomslide=1\u0026id=219224,RD,0.50,J,VVS1,EX,EX,EX,FNT,5.09-5.13*3.14,59.00,61.50,GIA,2800,-35.70,1800,900.200000,BR1,-,-,0,-,NO,0.50,MED-STK,Faceted,31.50,12.50,41.80,44.50,N,Pinpoint,null,S
221154,India,5376994533,https:\/\/videop.co.in\/imaged\/S-89F-4600\/S-89F-4600.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-89F-4600\u0026zoomslide=1\u0026id=221154,OV,1.50,J,VVS2,null,EX,VG,NONE,8.19-6.07*4.2,58.00,69.20,GIA,5800,-36.70,3671,5507.100000,null,-,-,0,-,NO,1.50,ETK-,Faceted,41.90,19.20,38.60,39.30,N,Feather,null,S
304987,India,6345480717,https:\/\/videop.co.in\/imaged\/P-21-289\/P-21-289.jpg ,https:\/\/videop.co.in\/vision360.html?d=P-21-289\u0026zoomslide=1\u0026id=304987,RD,1.00,M,SI2,EX,EX,EX,NONE,6.37-6.3*4,55.00,63.20,GIA,2800,-38.70,1716,1716.400000,null,T3,B1,1,-,NO,1.00,THN-STK,Faceted,36.50,17.00,40.60,42.50,N,Twinning Wisp  Feather  Crystal  Indented Natural  Natural,Additional twinning wisps  clouds  pinpoints  internal graining and surface graining are not shown.,L
209797,India,7362014764,https:\/\/videop.co.in\/imaged\/S-12A-200\/S-12A-200.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-12A-200\u0026zoomslide=1\u0026id=209797,OV,4.01,D,VS2,null,EX,VG,NONE,12.05-8.57*5.7,58.00,66.40,GIA,33500,-45.70,18190,72943.910000,null,T2,B2,0,-,NO,4.01,THK-ETK,Faceted,42.70,19.50,39.00,40.30,N,Crystal  Feather  Needle,Clouds  pinpoints and surface graining are not shown.,L
215123,India,6361801238,https:\/\/videop.co.in\/imaged\/S-50D-1200\/S-50D-1200.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-50D-1200\u0026zoomslide=1\u0026id=215123,OV,2.50,D,VS1,null,EX,EX,MED,9.93-7.16*5.01,60.00,69.90,GIA,17000,-47.70,8891,22227.500000,null,-,-,0,-,NO,2.50,VTK-ETK,Faceted,44.10,19.60,38.80,41.60,N,Crystal  Knot  Pinpoint  Natural,Additional pinpoints are not shown.,L
216217,India,2367953581,https:\/\/videop.co.in\/imaged\/S-67H-23300\/S-67H-23300.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-67H-23300\u0026zoomslide=1\u0026id=216217,OV,1.50,M,SI1,null,EX,VG,NONE,8.18-6.06*4.1,55.00,67.80,GIA,2700,-34.70,1763,2644.650000,null,-,-,0, SI1+  ,NO,1.50,ETK-,Faceted,42.50,20.90,35.70,35.40,N,Cloud  Indented Natural  Pinpoint  Natural,Additional pinpoints are not shown.,L
216964,India,6371260433,https:\/\/videop.co.in\/imaged\/S-64K-14200\/S-64K-14200.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-64K-14200\u0026zoomslide=1\u0026id=216964,OV,2.01,O-P,SI2,null,EX,VG,FNT,9.03-6.69*4.65,60.00,69.50,GIA,3400,-52.70,1608,3232.480000,null,-,-,0,-,NO,2.01,VTK-ETK,Faceted,42.20,17.30,39.40,41.70,N,Feather  Crystal  Needle,Clouds are not shown. Pinpoints are not shown.,S
216351,India,5366953267,https:\/\/videop.co.in\/imaged\/S-52I-4600\/S-52I-4600.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-52I-4600\u0026zoomslide=1\u0026id=216351,OV,1.50,K,SI1,null,EX,GD,NONE,8.1-6.06*4.23,55.00,69.80,GIA,4100,-41.70,2390,3585.450000,null,-,-,0,-,NO,1.50,ETK-,Faceted,43.40,20.30,34.80,37.20,N,Feather  Crystal  Cavity  Cloud  Needle  Indented Natural  Natural,Additional clouds are not shown. Pinpoints are not shown.,L
216719,India,1373014931,https:\/\/videop.co.in\/imaged\/S-64I-11200\/S-64I-11200.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-64I-11200\u0026zoomslide=1\u0026id=216719,OV,2.01,J,SI1,null,EX,VG,NONE,9.13-6.54*4.55,61.00,69.70,GIA,7000,-35.70,4501,9047.010000,null,-,-,1,-,NO,2.01,VTK-ETK,Faceted,43.70,18.90,38.30,38.90,N,Crystal  Feather  Needle  Cloud  Indented Natural  Natural,Additional clouds  pinpoints and surface graining are not shown.,L
218199,India,6372295056,https:\/\/videop.co.in\/imaged\/S-81G-6200\/S-81G-6200.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-81G-6200\u0026zoomslide=1\u0026id=218199,OV,2.01,E,VS2,null,EX,VG,NONE,9.43-6.72*4.55,64.00,67.60,GIA,14500,-35.70,9323,18740.240000,null,-,-,0,-,NO,2.01,VTK-ETK,Faceted,40.40,15.50,40.00,42.20,N,Crystal  Feather  Needle,Clouds are not shown. Pinpoints are not shown.,L
221777,India,1373849077,https:\/\/videop.co.in\/imaged\/S-90J-27700\/S-90J-27700.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-90J-27700\u0026zoomslide=1\u0026id=221777,OV,1.01,G,SI2,null,EX,VG,NONE,7.07-5.25*3.61,62.00,68.70,GIA,4600,-48.70,2359,2383.400000,BR1,-,-,0,-,NO,1.01,VTK-ETK,Faceted,42.90,18.20,38.30,38.90,N,Crystal  Cloud  Feather  Needle  Cavity  Natural,Additional clouds are not shown. Pinpoints are not shown.,L
221775,India,6371848910,https:\/\/videop.co.in\/imaged\/S-90H-23600\/S-90H-23600.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-90H-23600\u0026zoomslide=1\u0026id=221775,OV,1.50,J,SI1,null,EX,VG,NONE,8.08-5.98*4.18,60.00,69.80,GIA,5100,-38.70,3126,4689.450000,null,-,-,1,-,NO,1.50,VTK-ETK,Faceted,44.50,20.10,36.70,37.80,N,Crystal  Pinpoint  Indented Natural  Natural,Additional pinpoints are not shown. Surface graining is not shown.,L
206345,India,5353619368,https:\/\/videop.co.in\/imaged\/S-3F-3600\/S-3F-3600.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-3F-3600\u0026zoomslide=1\u0026id=206345,CM,1.80,D,SI1,null,EX,EX,FNT,6.86-6.78*4.56,60.00,67.30,GIA,9700,-42.70,5558,10004.580000,null,T3,B3,1,NONE-,NO,1.80,THN-STK,Faceted,39.80,16.70,32.00,46.30,N,Crystal  Feather  Cloud,Pinpoints are not shown. Surface graining is not shown.,L
210733,India,2364128621,https:\/\/videop.co.in\/imaged\/S-30H-11800\/S-30H-11800.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-30H-11800\u0026zoomslide=1\u0026id=210733,OV,1.80,E,SI1,null,EX,VG,NONE,8.6-6.32*4.39,57.00,69.50,GIA,9200,-37.70,5731,10316.880000,null,-,-,0,-,NO,1.80,ETN-,Faceted,43.10,20.30,36.10,37.60,N,Cloud  Crystal  Feather  Needle  Indented Natural,Pinpoints are not shown.,L
216145,India,5376014884,https:\/\/videop.co.in\/imaged\/S-59D-1300\/S-59D-1300.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-59D-1300\u0026zoomslide=1\u0026id=216145,OV,2.01,M,SI2,null,EX,VG,NONE,9.45-6.75*4.46,57.00,66.00,GIA,3400,-35.70,2186,4394.260000,null,-,-,1,-,NO,2.01,VTK-ETK,Faceted,43.20,19.80,37.50,37.60,N,Feather  Indented Natural  Cloud  Needle,Additional clouds  pinpoints and surface graining are not shown.,L
216575,India,6371014914,https:\/\/videop.co.in\/imaged\/S-74E-8300\/S-74E-8300.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-74E-8300\u0026zoomslide=1\u0026id=216575,OV,2.01,K,VS1,null,EX,VG,FNT,9.09-6.58*4.56,53.00,69.40,GIA,6200,-38.70,3800,7639.210000,null,-,-,0,-,NO,2.01,ETK-,Faceted,41.50,21.00,36.80,36.80,N,Feather  Needle  Pinpoint,Additional pinpoints are not shown.,L
216203,India,2366953250,https:\/\/videop.co.in\/imaged\/S-59J-3001\/S-59J-3001.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-59J-3001\u0026zoomslide=1\u0026id=216203,OV,1.00,M,SI2,null,EX,VG,FNT,8.38-5.62*3,64.00,53.30,GIA,1900,-56.70,822,822.700000,null,-,-,1,-,NO,1.00,MED-ETK,Faceted,36.00,12.90,33.40,33.10,N,Crystal  Feather  Cavity  Needle  Pinpoint,Clouds  additional pinpoints and surface graining are not shown.,S
217051,India,5373064502,https:\/\/videop.co.in\/imaged\/S-67K-33800\/S-67K-33800.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-67K-33800\u0026zoomslide=1\u0026id=217051,OV,1.50,K,SI2,null,EX,VG,NONE,8.14-6.03*4.19,60.00,69.50,GIA,3900,-39.70,2351,3527.550000,null,-,-,0,-,NO,1.50,VTK-ETK,Faceted,42.90,19.10,37.80,40.30,N,Feather  Crystal  Cloud  Needle,Additional clouds are not shown. Pinpoints are not shown.,L
217508,India,6375136961,https:\/\/videop.co.in\/imaged\/S-74E-8900\/S-74E-8900.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-74E-8900\u0026zoomslide=1\u0026id=217508,OV,2.01,K,VS1,null,EX,VG,NONE,8.93-6.61*4.58,61.00,69.30,GIA,6200,-38.70,3800,7639.210000,null,-,-,0, K+  ,NO,2.01,VTK-ETK,Faceted,42.50,18.80,37.90,39.10,N,Feather  Pinpoint  Needle,null,L
217120,India,1379086769,https:\/\/videop.co.in\/imaged\/S-63J-2500\/S-63J-2500.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-63J-2500\u0026zoomslide=1\u0026id=217120,OV,1.50,J,SI1,null,EX,VG,NONE,8.03-6*4.18,59.00,69.70,GIA,5100,-40.70,3024,4536.450000,null,-,-,0,-,NO,1.50,ETK-,Faceted,46.20,21.30,36.20,36.60,N,Feather  Crystal  Cloud  Cavity  Needle  Indented Natural,null,L
185496,India,7336307765,https:\/\/videop.co.in\/imaged\/R-24I-32500\/R-24I-32500.jpg ,https:\/\/videop.co.in\/vision360.html?d=R-24I-32500\u0026zoomslide=1\u0026id=185496,RD,0.80,M,SI1,VG,VG,VG,NONE,5.8-5.73*3.71,57.00,64.30,GIA,1900,-42.70,1088,870.960000,null,T2,B2,0,-,NO,0.80,STK-THK,Faceted,38.50,17.50,39.80,41.50,N,Crystal  Feather,null,L
209810,India,2366026067,https:\/\/videop.co.in\/imaged\/S-28F-20900\/S-28F-20900.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-28F-20900\u0026zoomslide=1\u0026id=209810,OV,1.20,K,VS1,null,EX,VG,NONE,7.58-5.57*3.89,57.00,69.80,GIA,3200,-40.70,1897,2277.120000,null,-,-,0,-,NO,1.20,ETK-,Faceted,43.90,21.00,39.00,38.30,N,Crystal  Needle  Indented Natural,Pinpoints are not shown.,L
213011,India,451055114,https:\/\/videop.co.in\/imaged\/S-43F-8500\/S-43F-8500.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-43F-8500\u0026zoomslide=1\u0026id=213011,OV,1.50,I,SI1,null,VG,VG,NONE,8.4-5.89*4.11,56.00,69.80,IGI,6400,-51.70,3091,4636.800000,null,-,-,1,-,NO,1.50,-,30,44.00,21.00,36.50,38.00,PO,null,null,S
216340,India,455015685,https:\/\/videop.co.in\/imaged\/S-50G-4600\/S-50G-4600.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-50G-4600\u0026zoomslide=1\u0026id=216340,OV,5.01,I,VS2,null,VG,VG,NONE,12.31-9.1*6.32,60.00,69.50,IGI,21500,-60.70,8449,42332.000000,null,-,-,0,-,NO,5.01,-,30,39.10,16.50,40.00,43.00,PO,null,null,L
216336,India,2377020126,https:\/\/videop.co.in\/imaged\/S-54L-25000\/S-54L-25000.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-54L-25000\u0026zoomslide=1\u0026id=216336,OV,1.90,I,I1,null,EX,EX,FNT,9.07-6.7*4.24,55.00,63.40,GIA,3400,-29.70,2390,4541.380000,null,-,-,1,-,NO,1.90,VTK-ETK,Faceted,42.80,20.60,33.40,33.80,N,Twinning Wisp  Feather  Crystal  Cavity  Needle  Indented Natural  Natural,Additional twinning wisps  clouds  pinpoints and surface graining are not shown.,L
215527,India,1368861022,https:\/\/videop.co.in\/imaged\/S-41E-505\/S-41E-505.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-41E-505\u0026zoomslide=1\u0026id=215527,RD,0.28,E,VVS1,EX,EX,EX,NONE,4.3-4.33*2.53,59.00,58.70,GIA,1550,13.30,1756,491.720000,null,-,-,0,E+  : INSPECTION ADVISABLE,NO,0.28,THN-MED,Faceted,32.00,13.00,41.00,43.50,N,Internal Graining,null,S
217049,India,3375071317,https:\/\/videop.co.in\/imaged\/S-72A-100\/S-72A-100.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-72A-100\u0026zoomslide=1\u0026id=217049,OV,2.01,D,SI1,null,VG,EX,FNT,9.38-6.61*4.46,60.00,67.50,GIA,13200,-40.70,7827,15733.480000,null,-,-,0,-,NO,2.01,ETK-,Faceted,43.30,19.00,37.40,38.20,N,Crystal  Feather  Twinning Wisp  Indented Natural  Natural,Clouds  pinpoints and surface graining are not shown.,L
217580,India,7371141486,https:\/\/videop.co.in\/imaged\/S-71I-6100\/S-71I-6100.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-71I-6100\u0026zoomslide=1\u0026id=217580,OV,1.70,I,SI2,null,EX,VG,NONE,8.54-6.33*4.38,65.00,69.20,GIA,6000,-32.70,4038,6864.600000,null,-,-,1,-,NO,1.70,VTK-ETK,Faceted,41.80,15.80,39.70,42.60,N,Crystal  Feather  Needle  Indented Natural  Natural,Pinpoints are not shown. Surface graining is not shown.,L
213110,India,6361426001,https:\/\/videop.co.in\/imaged\/S-33E-2000\/S-33E-2000.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-33E-2000\u0026zoomslide=1\u0026id=213110,OV,2.01,E,SI1,null,EX,VG,NONE,9.01-6.66*4.64,62.00,69.60,GIA,12400,-38.70,7601,15278.410000,null,-,-,0,-,NO,2.01,ETK-,Faceted,41.90,17.50,39.30,41.10,N,Cloud  Crystal  Indented Natural  Natural,Pinpoints are not shown.,L
215885,India,6365868001,https:\/\/videop.co.in\/imaged\/S-63F-1300\/S-63F-1300.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-63F-1300\u0026zoomslide=1\u0026id=215885,RD,1.40,D,IF,EX,EX,EX,NONE,7.06-7.11*4.5,56.00,63.50,GIA,19600,-33.70,12994,18192.720000,null,-,-,0,-,NO,1.40,THN-STK,Faceted,36.50,16.50,41.00,43.50,N,null,Surface graining is not shown. Minor details of polish are not shown.,S
216880,India,2376051633,https:\/\/videop.co.in\/imaged\/S-76F-4300\/S-76F-4300.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-76F-4300\u0026zoomslide=1\u0026id=216880,CM,1.80,J,SI2,null,EX,VG,NONE,7.06-6.47*4.45,60.00,68.80,GIA,4900,-40.70,2905,5230.260000,null,-,-,1,-,NO,1.80,THK-VTK,Faceted,40.40,16.30,30.60,46.80,N,Crystal  Feather  Needle,Pinpoints are not shown.,L
217006,India,2374070489,https:\/\/videop.co.in\/imaged\/S-67E-4300\/S-67E-4300.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-67E-4300\u0026zoomslide=1\u0026id=217006,OV,2.01,K,VVS1,null,EX,EX,FNT,8.97-6.66*4.63,61.00,69.50,GIA,6600,-40.70,3913,7866.740000,null,-,-,0,K+  ,NO,2.01,VTK-ETK,Faceted,43.90,19.10,38.70,39.80,N,Pinpoint  Feather,null,S
217581,India,7371141494,https:\/\/videop.co.in\/imaged\/S-65K-4700\/S-65K-4700.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-65K-4700\u0026zoomslide=1\u0026id=217581,OV,1.51,H,SI2,null,EX,EX,NONE,8.51-6.09*4.14,62.00,68.00,GIA,6700,-42.70,3839,5797.040000,ML-1,-,-,1,-,NO,1.51,VTK-ETK,Faceted,42.40,17.90,39.20,40.90,N,Twinning Wisp  Cloud  Feather  Crystal  Needle  Indented Natural  Extra Facet,Additional clouds  additional twinning wisps  pinpoints and surface graining are not shown.,L
218306,India,5373297343,https:\/\/videop.co.in\/imaged\/S-74H-20400\/S-74H-20400.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-74H-20400\u0026zoomslide=1\u0026id=218306,OV,2.01,K,VS1,null,EX,EX,FNT,8.81-6.63*4.62,61.00,69.70,GIA,6200,-40.70,3676,7389.970000,null,-,-,0,-,NO,2.01,ETK-,Faceted,46.40,20.90,36.30,37.60,N,Crystal  Feather  Pinpoint  Indented Natural  Natural,Additional pinpoints are not shown.,L
218602,India,1379320611,https:\/\/videop.co.in\/imaged\/S-81E-4400\/S-81E-4400.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-81E-4400\u0026zoomslide=1\u0026id=218602,OV,2.01,D,SI1,null,EX,VG,NONE,9.1-6.73*4.47,63.00,66.40,GIA,13200,-38.70,8091,16264.120000,null,-,-,0,-,NO,2.01,VTK-ETK,Faceted,42.20,16.70,37.60,39.20,N,Crystal  Cloud  Feather  Indented Natural,Additional clouds are not shown. Pinpoints are not shown.,L
219066,India,7376413636,https:\/\/videop.co.in\/imaged\/S-67I-24800\/S-67I-24800.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-67I-24800\u0026zoomslide=1\u0026id=219066,OV,2.01,G,SI2,null,EX,EX,NONE,9.1-6.83*4.49,65.00,65.70,GIA,9000,-38.70,5517,11089.170000,BR1,-,-,1,-,NO,2.01,VTK-ETK,Faceted,41.80,15.40,38.00,39.50,N,Cloud  Crystal  Feather  Indented Natural  Natural,Additional clouds are not shown. Pinpoints are not shown.,L
220823,India,478106370,https:\/\/videop.co.in\/imaged\/S-97A-1600\/S-97A-1600.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-97A-1600\u0026zoomslide=1\u0026id=220823,RD,1.00,K,VVS1,EX,EX,EX,NONE,6.33-6.4*3.99,59.50,62.60,IGI,5000,-46.70,2665,2665.000000,null,-,-,0,-,NO,1.00,-,25,33.60,13.50,41.70,44.50,PO,null,null,S
211862,India,2367292540,https:\/\/videop.co.in\/imaged\/S-31L-31200\/S-31L-31200.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-31L-31200\u0026zoomslide=1\u0026id=211862,RD,1.01,L,SI2,EX,EX,EX,NONE,6.41-6.45*3.98,59.00,61.90,GIA,3300,-40.70,1956,1976.470000,null,T3,B3,1,-,NO,1.01,STK-,Faceted,32.00,13.00,41.80,44.50,N,Twinning Wisp  Feather  Cloud  Crystal  Needle,Additional twinning wisps  additional clouds  pinpoints and surface graining are not shown.,L
217332,India,6371144470,https:\/\/videop.co.in\/imaged\/S-67H-22500\/S-67H-22500.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-67H-22500\u0026zoomslide=1\u0026id=217332,OV,1.90,K,SI1,null,EX,VG,NONE,8.77-6.51*4.54,58.00,69.70,GIA,4100,-25.70,3046,5787.970000,null,-,-,0,-,NO,1.90,ETK-,Faceted,41.50,19.40,38.10,39.90,N,Feather  Pinpoint  Natural,null,L
217761,India,1378210742,https:\/\/videop.co.in\/imaged\/S-44A-12400\/S-44A-12400.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-44A-12400\u0026zoomslide=1\u0026id=217761,RD,0.60,M,VVS1,EX,EX,EX,FNT,5.32-5.36*3.4,56.00,63.60,GIA,1800,-46.70,959,575.640000,BR2,-,-,0,FAINT BROWN   ,NO,0.60,MED-STK,Faceted,36.50,16.50,41.00,43.50,N,Pinpoint  Cloud  Internal Graining  Indented Natural,null,S
220251,India,6372799652,https:\/\/videop.co.in\/imaged\/S-89F-4901\/S-89F-4901.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-89F-4901\u0026zoomslide=1\u0026id=220251,RD,0.77,H,IF,EX,EX,EX,NONE,5.91-5.95*3.61,59.00,61.00,GIA,5300,-31.70,3619,2787.320000,null,-,-,0,-,NO,0.77,MED-STK,Faceted,32.00,13.00,41.80,44.50,N,Minor Details of Polish,null,S
220303,India,2374804446,https:\/\/videop.co.in\/imaged\/S-89I-12100\/S-89I-12100.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-89I-12100\u0026zoomslide=1\u0026id=220303,RD,1.00,H,SI2,EX,EX,EX,NONE,6.32-6.36*4.02,57.00,63.30,GIA,5600,-40.70,3320,3320.800000,BR1,-,-,1,-,NO,1.00,MED-STK,Faceted,36.50,16.00,41.00,43.50,N,Crystal  Feather  Needle,Clouds  pinpoints and internal graining are not shown.,L
220374,India,6372802802,https:\/\/videop.co.in\/imaged\/S-97A-1601\/S-97A-1601.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-97A-1601\u0026zoomslide=1\u0026id=220374,RD,0.70,L,VVS1,VG,VG,VG,NONE,5.68-5.74*3.37,66.00,59.00,GIA,2600,-45.70,1411,988.260000,null,-,-,0,INSPECTION ADVISABLE   ,NO,0.70,STK-THK,Faceted,31.50,10.50,41.00,43.00,N,Pinpoint  Feather  Natural,null,S
221188,India,7373957713,https:\/\/videop.co.in\/imaged\/S-93H-12200\/S-93H-12200.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-93H-12200\u0026zoomslide=1\u0026id=221188,HE,1.70,H,VS1,null,EX,EX,NONE,7.3-8.12*4.8,55.00,59.20,GIA,8400,-23.70,6409,10895.640000,null,-,-,0,-,NO,1.70,VTK-ETK,Faceted,37.70,14.20,41.60,38.40,N,Indented Natural  Natural,Clarity grade is based on clouds that are not shown.,S
223282,India,468103130,https:\/\/videop.co.in\/imaged\/S-112A-100\/S-112A-100.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-112A-100\u0026zoomslide=1\u0026id=223282,OV,3.01,I,VS2,null,VG,VG,NONE,12.24-7.87*4.57,58.50,58.10,IGI,13500,-54.70,6115,18407.660000,null,-,-,0,VS1-,NO,3.01,-,29,36.90,15.50,35.80,37.50,PO,null,null,L
221847,India,5383118219,https:\/\/videop.co.in\/imaged\/S-88D-700\/S-88D-700.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-88D-700\u0026zoomslide=1\u0026id=221847,RD,2.60,E,IF,EX,EX,EX,MED,8.75-8.81*5.48,56.00,62.40,GIA,31000,-40.70,18383,47795.800000,null,-,-,0,-,NO,2.60,STK-,Faceted,31.50,13.50,41.60,44.50,N,null,Minor details of polish are not shown.,S
214807,India,7366740230,https:\/\/videop.co.in\/imaged\/S-54G-11300\/S-54G-11300.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-54G-11300\u0026zoomslide=1\u0026id=214807,OV,1.50,G,SI1,null,EX,VG,NONE,8.19-6.04*4.2,64.00,69.60,GIA,8200,-40.70,4862,7293.900000,null,-,-,0,-,NO,1.50,ETK-,Faceted,41.90,15.80,39.00,41.60,N,Crystal  Feather  Cavity  Needle  Indented Natural  Natural,Clouds are not shown. Pinpoints are not shown.,L
215293,India,7361824834,https:\/\/videop.co.in\/imaged\/S-54D-1800\/S-54D-1800.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-54D-1800\u0026zoomslide=1\u0026id=215293,OV,2.01,E,SI1,null,EX,VG,NONE,9.06-6.57*4.59,60.00,69.80,GIA,12400,-38.70,7601,15278.410000,null,-,-,0,-,NO,2.01,VTK-ETK,Faceted,44.10,20.00,37.60,39.00,N,Crystal  Feather  Natural  Extra Facet,Pinpoints are not shown. Surface graining is not shown.,L
216576,India,7376020146,https:\/\/videop.co.in\/imaged\/S-73I-17900\/S-73I-17900.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-73I-17900\u0026zoomslide=1\u0026id=216576,OV,1.20,M,SI1,null,EX,EX,MED,7.52-5.46*3.78,59.00,69.20,GIA,2000,-41.70,1166,1399.200000,null,-,-,0,-,NO,1.20,VTK-ETK,Faceted,44.10,20.10,35.80,37.50,N,Crystal  Cloud  Needle  Indented Natural  Natural,Pinpoints are not shown.,S
