No,STONEID,SHAPE,CARAT,COLOR,CLARITY,CUT,POLISH,SYMMETRY,FLOUR,CERTI_NAME,SHADE,EFAC,SINC,TINC,SOINC,TBINC,SBINC,EYECLEAN,LOCATION,HA,CULET,LUSTER,RAP,FINALGRATE,ISPHOTO,ISFANCY,ISNEWARRIVAL,PHOTOPATH,MOVIEPATH,CERTIPATH,CANGLE,CHEIGHT,PANGLE,PHEIGHT,CERTINO,DIAMETER,GIRDLE,GIRDLEDESC,HEIGHT,LENGTH,WIDTH,KEYTOSYMBOL,LOWERHALF,STARLENGTH,RATIO,TABLE,DEPTH,COMMENT,FANCYCOLOR,INTENSITY,OVERTONE,DISC,PERCARAT,AMOUNT
11,70311,RA,0.41,E,VS1,,VG,G,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,2300,1076.11,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/70311.JPG,,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/5386747746.Pdf,0,0,0,0,5386747746,4.375,4.5,MED to VTK,2.61,5,3.75,Manufacturing Remnant  Cloud  Indented Natural,50,50,1.33,73,69.6,,,,,53.21260869566,1076.11,441.2051
12,70969,RA,0.34,D,VVS2,,EX,G,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,N,FTR,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,2200,964.32,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/70969.JPG,,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6385682806.Pdf,0,0,0,0,6385682806,3.93,6,THK to VTK,2.4,4.08,3.78,Feather  Surface Graining,50,50,1.08,77,63.5,,,,,56.16727272728,964.32,327.8688
13,73912,RA,0.5,H,VS2,,G,G,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,BPP,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,2300,1110.1,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/73912.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=73912,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6382932747.Pdf,0,0,0,0,6382932747,4.7,4.5,MED to THK,2.79,5.18,4.22,Feather  Cloud  Crystal  Indented Natural,50,50,1.23,78,66,,,,,51.7347826087,1110.1,555.05
14,59276,CM,1,J,VVS1,,EX,VG,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,4300,1990.69,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/367-82.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=367-82,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/1375706516.Pdf,0,0,0,0,1375706516,5.58,8,VTK to ETK,3.79,6.03,5.13,Feather  Chip  Natural,50,50,1.18,59,74,Surface graining is not shown.,,,,53.70488372094,1990.69,1990.69
15,60695,RA,1.83,Y,VVS1,,EX,EX,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,3200,2505.84,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/60695.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=60695,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2388103259.Pdf,0,0,0,0,2388103259,6.825,5,VTK,4.23,7.51,6.14,Feather  Natural,50,50,1.22,62,68.9,,,,,21.6925,2505.84,4585.6872
16,60969,CB,1,I,VVS2,,EX,VG,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,N,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,5000,2216.25,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/60969.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=60969,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2376885061.Pdf,0,0,0,0,2376885061,5.805,7,VTK to ETK,3.97,5.91,5.7,Cloud  Pinpoint,50,50,1.04,63,69.6,,,,,55.675,2216.25,2216.25
17,65018,RA,1,I,VS1,,EX,VG,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,4800,2103.96,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/65018.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=65018,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6381175493.Pdf,0,0,0,0,6381175493,5.545,6,VTK,3.62,6.06,5.03,Feather,50,50,1.2,70,72,,,,,56.1675,2103.96,2103.96
18,67709,SRD,0.52,G,IF,,EX,VG,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,N,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,3100,1496.22,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/67709.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=67709,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2387333753.Pdf,0,0,0,0,2387333753,4.67,3,STK,3,4.76,4.58,Minor Details of Polish,50,50,1.04,65,65.5,,,,,51.73483870968,1496.22,778.0344
19,62725,PM,1,G,VVS2,,EX,VG,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,WPP,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,6800,3549.94,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/62725.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=62725,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6372995276.Pdf,0,0,0,0,6372995276,5.5,3,STK,4,5.52,5.48,Chip  Pinpoint,50,50,1.01,70,73.1,,,,,47.795,3549.94,3549.94
20,64687,R,0.69,D,FL,EX,EX,EX,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,N,N,N,N,N,100%EYECLEAN,INDIA,80%,NON,EXCELLENT,7000,5033.35,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/64687.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=64687,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2384446686.Pdf,33,13.5,40.8,43,2384446686,5.765,3.5,MED to STK,3.44,5.78,5.75,,75,50,1.01,59,59.6,,,,,28.095,5033.35,3473.0115
21,64933,R,1.5,M,I1,F,VG,G,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,WINC,N,BGPP,BGPP,75%EYECLEAN,INDIA,NO,NON,EXCELLENT,2800,1778.91,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/64933.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=64933,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/7388499330.Pdf,40,19,40.2,42,7388499330,7.01,6,STK to VTK,4.68,7.06,6.96,Feather  Cloud  Twinning Wisp  Crystal  Indented Natural  Needle  Natural  Extra Facet,75,45,1.01,55,66.7,Additional clouds  additional twinning wisps  pinpoints and surface graining are not shown.,,,,36.4675,1778.91,2668.365
22,73335,RA,0.36,D,VVS1,,VG,VG,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,WPP,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,2400,1193.82,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/73335.JPG,,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/1387907777.Pdf,0,0,0,0,1387907777,4.36,5,VTK,2.16,5.14,3.58,Internal Graining  Indented Natural  Surface Graining,50,50,1.44,72,60.3,,,,,50.2575,1193.82,429.7752
23,80500,E,0.4,D,IF,,VG,G,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,N,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,3200,1386.88,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/80500.JPG,,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2397555210.Pdf,0,0,0,0,2397555210,4.235,3,MED to STK,2.25,4.89,3.58,Minor Details of Polish,50,50,1.37,67,62.7,,,,,56.66,1386.88,554.752
24,62716,SRD,1,G,VS1,,EX,EX,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,6400,2868.32,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/62716.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=62716,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2377995260.Pdf,0,0,0,0,2377995260,5.535,3.5,THK,3.71,5.65,5.42,Feather  Cloud,50,50,1.04,67,68.4,,,,,55.1825,2868.32,2868.32
25,63167,R,0.76,I,VVS1,EX,EX,EX,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,WPP,N,N,N,N,100%EYECLEAN,INDIA,80%,NON,EXCELLENT,4200,2895.9,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/63167.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=63167,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/7382322905.Pdf,35,15,41.4,44,7382322905,5.81,4,MED to STK,3.66,5.83,5.79,Feather  Manufacturing Remnant  Surface Graining,80,45,1.01,57,63,,,,,31.05,2895.9,2200.884
26,63173,R,0.84,H,VS2,EX,EX,EX,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,SM,N,BPP,100%EYECLEAN,INDIA,80%,NON,EXCELLENT,4500,3102.75,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/63173.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=63173,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/5383321201.Pdf,35,15,41.4,44,5383321201,5.995,4,MED to STK,3.78,6.01,5.98,Crystal  Feather  Indented Natural,80,50,1.01,57,63.1,,,,,31.05,3102.75,2606.31
27,61611,RA,1,G,SI1,,EX,VG,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,FTR,N,BXTL,N,75%EYECLEAN,INDIA,NO,NON,EXCELLENT,5400,2101.01,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/61611.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=61611,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2377885063.Pdf,0,0,0,0,2377885063,5.465,8,ETK,3.41,6.01,4.92,Crystal  Feather  Needle  Cloud  Natural,50,50,1.22,68,69.2,,,,,61.09240740741,2101.01,2101.01
28,63512,SRD,1,J,IF,,EX,EX,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,N,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,4600,1993.64,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/63512.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=63512,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2386062925.Pdf,0,0,0,0,2386062925,5.52,3.5,STK,3.67,5.63,5.41,,50,50,1.04,65,67.7,Minor details of polish are not shown.,,,,56.66,1993.64,1993.64
29,64750,RA,1,H,VVS1,,VG,EX,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,6000,2866.35,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/64750.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=64750,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2384443335.Pdf,0,0,0,0,2384443335,5.405,6,VTK to ETK,3.69,5.88,4.93,Cloud  Feather,50,50,1.19,64,74.7,,,,,52.2275,2866.35,2866.35
30,62096,RA,1,I,VS1,,EX,VG,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,WGPP,N,BPP,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,4800,2033.04,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/62096.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=62096,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6382225355.Pdf,0,0,0,0,6382225355,5.47,6.5,VTK to ETK,3.53,6,4.94,Crystal  Needle  Pinpoint  Indented Natural,50,50,1.21,67,71.5,Additional pinpoints are not shown. Clouds are not shown.,,,,57.645,2033.04,2033.04
31,61983,PM,1,G,VVS2,,EX,VG,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,6800,3549.94,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/61983.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=61983,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2384225403.Pdf,0,0,0,0,2384225403,5.53,3,STK to THK,3.88,5.69,5.37,Feather,50,50,1.06,69,72.3,,,,,47.795,3549.94,3549.94
32,72362,RA,0.3,F,VVS1,,EX,G,NON,GIA,NO BROWN   NO GREEN   NO MILKY,PAVILION SMALL,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,2000,1231.25,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/72362.JPG,,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6381802270.Pdf,0,0,0,0,6381802270,4.125,2.5,STK,2.1,4.89,3.36,Needle  Pinpoint  Feather  Surface Graining,50,50,1.46,69,62.4,,,,,38.4375,1231.25,369.375
33,75002,RA,0.7,F,VVS2,,EX,EX,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,WPP,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,4400,2687.08,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/75002.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=75002,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/3395066766.Pdf,0,0,0,0,3395066766,5.085,3.5,STK to THK,3.25,5.33,4.84,Cloud  Feather  Pinpoint,50,50,1.1,69,67.1,,,,,38.93,2687.08,1880.956
34,63174,R,0.86,G,VS2,EX,EX,EX,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,BPP,BPP,100%EYECLEAN,INDIA,80%,NON,EXCELLENT,4800,3215.04,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/63174.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=63174,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/1385325792.Pdf,34,14.5,41.6,44,1385325792,6.075,4,MED to STK,3.79,6.09,6.06,Crystal,80,50,1,58,62.4,,,,,33.02,3215.04,2764.9344
35,67117,RA,1.51,J,SI1,,EX,VG,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,5100,3064.34,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/67117.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=67117,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2386335808.Pdf,0,0,0,0,2386335808,6.135,5.5,VTK,4.28,6.46,5.81,Feather  Cloud  Indented Natural,50,50,1.11,60,73.7,Additional clouds  pinpoints  internal graining and surface graining are not shown.,,,,39.91490196079,3064.34,4627.1534
36,63519,R,1.04,F,VS1,EX,EX,EX,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,80%,NON,EXCELLENT,10800,7340.22,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/63519.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=63519,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2387064411.Pdf,36.5,16.5,40.6,43,2387064411,6.43,3.5,MED to STK,4.05,6.45,6.41,Cloud  Crystal  Pinpoint  Indented Natural,80,50,1.01,55,63,Additional pinpoints are not shown.,,,,32.035,7340.22,7633.8288
37,67125,RA,1,I,VS1,,EX,VG,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,4800,2364,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/67125.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=67125,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/1389335240.Pdf,0,0,0,0,1389335240,5.76,4,THK,3.38,6.75,4.77,Feather  Pinpoint,50,50,1.42,67,70.8,,,,,50.75,2364,2364
38,69057,SRD,1,H,VS1,,EX,EX,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,5500,2735.84,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/69057.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=69057,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2386615893.Pdf,0,0,0,0,2386615893,5.445,6.5,VTK to ETK,3.83,5.52,5.37,Feather,50,50,1.03,70,71.2,,,,,50.25745454546,2735.84,2735.84
39,69356,RA,1,H,VVS1,,EX,VG,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,6000,2866.35,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/69356.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=69356,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6385368212.Pdf,0,0,0,0,6385368212,5.465,5.5,VTK,3.44,5.78,5.15,Feather,50,50,1.12,65,66.8,,,,,52.2275,2866.35,2866.35
40,81410,E,0.54,G,VVS1,,EX,VG,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,N,FTR,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,2900,1556.79,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/81410.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=81410,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/7398766717.Pdf,0,0,0,0,7398766717,4.685,2.5,MED,2.68,5.48,3.89,Pinpoint  Internal Graining  Indented Natural,50,50,1.41,67,68.8,,,,,46.3175862069,1556.79,840.6666
